date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2015-10-09,3146.64,3192.72,3183.15,3137.79,2348514.5,39.79,1.27,3103.638,3121.128,3127.978,1871440.3,2135877.92,2480518.75
2015-10-12,3193.54,3318.71,3287.66,3188.41,3862947.25,104.51,3.28,3141.018,3134.24,3138.341,2330574.7,2282275.3,2525432.05
2015-10-13,3262.16,3298.63,3293.23,3253.25,2971531.25,5.57,0.17,3192.036,3145.001,3144.48,2598435.6,2304642.28,2546300.88
2015-10-14,3280.02,3307.32,3262.44,3256.25,2950777.5,-30.79,-0.94,3233.968,3159.656,3145.447,2895306.2,2363397.35,2506175.76
2015-10-15,3255.03,3338.3,3338.07,3254.39,3162838.5,75.63,2.32,3272.91,3179.194,3152.456,3059321.8,2466793.48,2527686.81
2015-10-16,3358.3,3393.02,3391.35,3334.85,3954605.75,53.28,1.6,3314.55,3209.094,3162.012,3380540.05,2625990.17,2613138.19
2015-10-19,3401.63,3423.4,3386.7,3355.57,3781121.75,-4.65,-0.14,3334.358,3237.688,3175.607,3364174.95,2847374.83,2628878.7
2015-10-20,3377.55,3425.52,3425.33,3357.86,3189737.5,38.63,1.14,3360.778,3276.407,3196.615,3407816.2,3003125.9,2663768.35
2015-10-21,3428.56,3447.26,3320.68,3265.44,4584554.5,-104.65,-3.06,3372.426,3303.197,3205.036,3734571.6,3314938.9,2754233.81
2015-10-22,3292.29,3373.78,3368.74,3282.99,3237393.5,48.06,1.45,3378.56,3325.735,3219.17,3749482.6,3404402.2,2757302.04
2015-10-23,3377.55,3422.02,3412.43,3360.22,3473728.5,43.69,1.3,3382.776,3348.663,3234.896,3653307.15,3516923.6,2826400.76
2015-10-26,3448.65,3457.52,3429.58,3402.0,3655608.5,17.15,0.5,3391.352,3362.855,3248.548,3628204.5,3496189.73,2889232.51
2015-10-27,3409.14,3441.57,3434.34,3332.62,3281727.75,4.76,0.14,3393.154,3376.966,3260.984,3646602.55,3527209.38,2915925.83
2015-10-28,3417.01,3439.76,3375.2,3367.23,2935232.75,-59.14,-1.72,3404.058,3388.242,3273.949,3316738.2,3525654.9,2944526.13
2015-10-29,3387.77,3411.71,3387.32,3362.51,2356760.25,12.12,0.36,3407.774,3393.167,3286.181,3140611.55,3445047.08,2955920.28
2015-10-30,3380.28,3417.2,3382.56,3346.59,2435951.25,-4.76,-0.14,3401.8,3392.288,3300.691,2933056.1,3293181.63,2959585.9
2015-11-02,3337.58,3391.06,3325.08,3322.31,2309511.25,-57.48,-1.7,3380.9,3386.126,3311.907,2663836.65,3146020.58,2996697.7
2015-11-03,3330.32,3346.27,3316.7,3302.18,1928974.25,-8.38,-0.25,3357.372,3375.263,3325.835,2393285.95,3019944.25,3011535.08
2015-11-04,3325.62,3459.65,3459.64,3325.62,3390787.25,142.94,4.31,3374.26,3389.159,3346.178,2484396.85,2900567.53,3107753.21
2015-11-05,3459.22,3585.66,3522.82,3455.53,5532549.5,63.18,1.83,3401.36,3404.567,3365.151,3119554.7,3130083.13,3267242.66
2015-11-06,3514.44,3596.38,3590.03,3508.83,4291670.5,67.21,1.91,3442.854,3422.327,3385.495,3490698.55,3211877.33,3364400.46
2015-11-09,3588.5,3673.76,3646.88,3588.5,5030167.0,56.85,1.58,3507.214,3444.057,3403.456,4034829.7,3349333.18,3422761.45
2015-11-10,3617.4,3669.53,3640.49,3607.89,4297466.0,-6.39,-0.17,3571.972,3464.672,3420.819,4508528.05,3450907.0,3489058.19
2015-11-11,3635.0,3654.88,3650.25,3605.62,3609726.5,9.76,0.27,3610.094,3492.177,3440.21,4552315.9,3518356.38,3522005.64
2015-11-12,3656.82,3659.31,3632.9,3603.23,3617176.0,-17.35,-0.47,3632.11,3516.735,3454.951,4169241.2,3644397.95,3544722.51
2015-11-13,3600.76,3632.56,3580.84,3564.81,3458709.25,-52.06,-1.43,3630.272,3536.563,3464.425,4002648.95,3746673.75,3519927.69
2015-11-16,3522.46,3607.61,3606.96,3519.42,2761870.5,26.12,0.73,3622.288,3564.751,3475.438,3548989.65,3791909.68,3468965.13
2015-11-17,3629.98,3678.27,3604.8,3598.07,3835754.75,-2.16,-0.06,3615.15,3593.561,3484.412,3456647.4,3982587.73,3501265.99
2015-11-18,3605.06,3617.07,3568.47,3558.7,2975807.25,-36.33,-1.01,3598.794,3604.444,3496.802,3329863.55,3941089.73,3420828.63
2015-11-19,3573.78,3618.21,3617.06,3561.04,2479155.75,48.59,1.36,3595.626,3613.868,3509.217,3102259.5,3635750.35,3382916.74
2015-11-20,3620.79,3640.53,3630.5,3607.92,3108019.75,13.44,0.37,3605.558,3617.915,3520.121,3032121.6,3517385.28,3364631.3
2015-11-23,3630.87,3654.75,3610.31,3598.87,3159974.75,-20.19,-0.56,3606.228,3614.258,3529.158,3111742.45,3330366.05,3339849.61
2015-11-24,3602.89,3616.48,3616.11,3563.1,2488105.25,5.79,0.16,3608.49,3611.82,3538.246,2842212.55,3149429.98,3300168.49
2015-11-25,3614.07,3648.37,3647.93,3607.52,2730248.5,31.82,0.88,3624.382,3611.588,3551.882,2793100.8,3061482.18,3289919.28
2015-11-26,3659.57,3668.38,3635.55,3629.86,3067615.75,-12.38,-0.34,3628.08,3611.853,3564.294,2910792.8,3006526.15,3325462.05
2015-11-27,3616.54,3621.9,3436.3,3412.43,3542875.25,-199.25,-5.48,3589.24,3597.399,3566.981,2997763.9,3014942.75,3380808.25
2015-11-30,3433.86,3470.37,3445.4,3327.81,3041979.0,9.1,0.27,3556.258,3581.243,3572.997,2974164.75,3042953.6,3417431.64
2015-12-01,3442.44,3483.41,3456.31,3417.55,2523907.5,10.91,0.32,3524.298,3566.394,3579.978,2981325.2,2911768.88,3447178.3
2015-12-02,3450.28,3538.85,3536.91,3427.66,3014914.75,80.6,2.33,3502.094,3563.238,3583.841,3038258.45,2915679.63,3428384.68
2015-12-03,3525.73,3591.73,3584.82,3517.23,2811112.5,47.91,1.35,3491.948,3560.014,3586.941,2986957.8,2948875.3,3292312.83
2015-12-04,3558.15,3568.97,3524.99,3510.41,2517364.0,-59.83,-1.67,3509.686,3549.463,3583.689,2781855.55,2889809.73,3203597.5
2015-12-07,3529.81,3543.95,3536.93,3506.62,2083025.75,11.94,0.34,3527.992,3542.125,3578.192,2590064.9,2782114.83,3056240.44
2015-12-08,3518.65,3518.65,3470.07,3466.79,2243673.0,-66.86,-1.89,3530.744,3527.521,3569.67,2534018.0,2757671.6,2953550.79
2015-12-09,3462.58,3495.7,3472.44,3454.88,1956988.5,2.37,0.07,3517.85,3509.972,3560.78,2322432.75,2680345.6,2870913.89
2015-12-10,3469.81,3503.65,3455.5,3446.27,2004275.12,-16.94,-0.49,3491.986,3491.967,3551.91,2161065.27,2574011.54,2790268.84
2015-12-11,3441.6,3455.55,3434.58,3410.92,1829088.75,-20.92,-0.6,3473.904,3491.795,3544.597,2023410.22,2402632.89,2708787.82
2015-12-14,3403.51,3521.78,3520.67,3399.28,2153746.25,86.09,2.51,3470.652,3499.322,3540.283,2037554.32,2313809.61,2678381.61
2015-12-15,3518.13,3529.96,3510.35,3496.85,2004713.38,-10.32,-0.29,3478.708,3504.726,3535.56,1989762.4,2261890.2,2586829.54
2015-12-16,3522.09,3538.69,3516.19,3506.29,1934823.12,5.84,0.17,3487.458,3502.654,3532.946,1985329.32,2153881.04,2534780.33
2015-12-17,3533.63,3583.41,3580.0,3533.63,2838564.75,63.81,1.81,3512.358,3502.172,3531.093,2152187.25,2156626.26,2552750.78
2015-12-18,3574.94,3614.7,3578.96,3568.16,2737079.0,-1.04,-0.03,3541.234,3507.569,3528.516,2333785.3,2178597.76,2534203.74
